Código;Tipo de institución;Nombre de institución;"Acreditación institución 
(Al 30 de octubre 2020)";Área;Nombre carrera genérica;Nombre carrera (del título);% titulados con continuidad de estudios;Retención 1er año; Duración Real (semestres) ;Empleabilidad 1er año;Empleabilidad 2° año;Ingreso promedio al 4° año de titulación
75;Universidades;Universidad del Bío-Bío;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;4.0%;84.0%; 12.9 ;66.1%;78.2%;De $1 millón a $1 millón 100 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería en Alimentos;Ingeniería en Alimentos;7.8%;45.7%; s/i ;61.7%;80.6%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería en Computación e Informática;Ingeniería de Ejecución en Computación e Informática;3.6%;81.3%; 14.1 ;67.6%;75.7%;De $1 millón 200 mil a $1 millón 300 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;1.3%;78.4%; 14.9 ;76.8%;86.8%;De $1 millón 100 mil a $1 millón 200 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería en Electricidad;Ingeniería de Ejecución en Electricidad;6.3%;80.6%; 12.2 ;73.7%;86.8%;De $1 millón 400 mil a $1 millón 500 mil
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería en Electrónica;Ingeniería de Ejecución en Electrónica;4.3%;88.9%; s/i ;63.8%;72.7%;s/i
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería en Matemática y Estadística;Ingeniería Estadística;6.3%;s/i; s/i ;63.9%;n/a;s/i
75;Universidades;Universidad del Bío-Bío;5 años;Tecnología;Ingeniería Mecánica;Ingeniería de Ejecución en Mecánica;9.8%;71.4%; 12.6 ;66.9%;73.1%;De $1 millón a $1 millón 100 mil
75;Universidades;Universidad del Bío-Bío;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;1.0%;80.0%; 12.3 ;44.1%;71.1%;De $800 mil a $900 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Ciencias;Pedagogía en Ciencias Naturales;2.8%;85.7%; s/i ;82.1%;84.4%;De $800 mil a $900 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación General Básica;0.6%;91.5%; 9.4 ;86.7%;93.1%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Educación de Párvulos;Pedagogía en Educación Parvularia;2.2%;92.4%; s/i ;67.1%;74.6%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;2.4%;87.5%; 11.1 ;45.6%;64.9%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Geografía;8.1%;66.7%; s/i ;78.9%;86.1%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;1.8%;78.6%; 11.8 ;59.8%;72.2%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Lenguaje, Comunicación y/o Castellano;Pedagogía en Castellano y Comunicación;0.0%;84.2%; 11.9 ;86.8%;94.0%;De $800 mil a $900 mil
75;Universidades;Universidad del Bío-Bío;5 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía en Educación Matemática;14.1%;85.1%; 12.2 ;90.9%;94.4%;De $800 mil a $900 mil
75;Universidades;Universidad del Bío-Bío;5 años;Ciencias Sociales;Psicología;Psicología;0.0%;87.9%; 10.9 ;60.6%;84.3%;De $800 mil a $900 mil
75;Universidades;Universidad del Bío-Bío;5 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico Universitario en Administración de Empresas;55.2%;s/i; s/i ;81.2%;84.1%;De $700 mil a $800 mil
75;Universidades;Universidad del Bío-Bío;5 años;Ciencias Sociales;Trabajo Social;Trabajo Social;0.6%;34.6%; 11.8 ;60.6%;77.5%;De $700 mil a $800 mil
45;Universidades;Universidad del Desarrollo;5 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería en Ejecución en Administración;11.5%;s/i; s/i ;67.7%;77.1%;s/i
45;Universidades;Universidad del Desarrollo;5 años;Arte y Arquitectura;Arquitectura;Arquitectura;1.5%;83.9%; 14.7 ;78.5%;84.6%;De $1 millón 200 mil a $1 millón 300 mil
45;Universidades;Universidad del Desarrollo;5 años;Ciencias Sociales;Ciencias Políticas;Ciencias Políticas y Políticas Públicas;12.2%;83.3%; 11.9 ;68.0%;77.1%;De $1 millón 200 mil a $1 millón 300 mil
45;Universidades;Universidad del Desarrollo;5 años;Arte y Arquitectura;Diseño;Diseño;1.0%;92.1%; 12.5 ;61.0%;73.9%;De $800 mil a $900 mil
45;Universidades;Universidad del Desarrollo;5 años;Salud;Enfermería;Enfermería;1.1%;90.8%; 11.5 ;59.1%;84.3%;De $1 millón 300 mil a $1 millón 400 mil
45;Universidades;Universidad del Desarrollo;5 años;Salud;Fonoaudiología;Fonoaudiología;1.6%;s/i; 12.9 ;34.7%;56.6%;De $800 mil a $900 mil
45;Universidades;Universidad del Desarrollo;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;4.1%;86.7%; 13.1 ;77.8%;90.6%;De $1 millón 600 mil a $1 millón 700 mil
45;Universidades;Universidad del Desarrollo;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.2%;85.4%; 12.3 ;73.5%;86.9%;De $1 millón 600 mil a $1 millón 700 mil
45;Universidades;Universidad del Desarrollo;5 años;Salud;Kinesiología;Kinesiología;4.0%;83.9%; 12.6 ;39.3%;65.1%;De $900 mil a $1 millón
45;Universidades;Universidad del Desarrollo;5 años;Salud;Medicina;Medicina;21.7%;96.8%; 14.9 ;89.9%;83.0%;De $2 millones 400 mil a $2 millones 500 mil
45;Universidades;Universidad del Desarrollo;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;3.4%;71.8%; 12.6 ;34.9%;56.4%;De $800 mil a $900 mil
45;Universidades;Universidad del Desarrollo;5 años;Salud;Odontología;Odontología;8.3%;79.7%; 14.8 ;62.0%;77.7%;De $1 millón 400 mil a $1 millón 500 mil
45;Universidades;Universidad del Desarrollo;5 años;Educación;Pedagogía en Educación Básica;Pedagogía Básica;4.7%;s/i; s/i ;88.2%;84.8%;De $800 mil a $900 mil
45;Universidades;Universidad del Desarrollo;5 años;Educación;Pedagogía en Educación de Párvulos;Pedagogía en Educación de Párvulos;8.7%;s/i; s/i ;86.9%;78.8%;s/i
45;Universidades;Universidad del Desarrollo;5 años;Ciencias Sociales;Periodismo;Periodismo;3.4%;80.6%; 12.0 ;72.7%;79.5%;De $1 millón a $1 millón 100 mil
45;Universidades;Universidad del Desarrollo;5 años;Educación;Programas de Formación Pedagógica;Programa de Formación Pedagógica para Licenciados y Profesionales;2.2%;s/i; s/i ;89.7%;88.4%;De $900 mil a $1 millón
45;Universidades;Universidad del Desarrollo;5 años;Ciencias Sociales;Psicología;Psicología;4.3%;93.0%; 11.7 ;64.8%;83.2%;De $900 mil a $1 millón
45;Universidades;Universidad del Desarrollo;5 años;Ciencias Sociales;Publicidad;Publicidad;3.7%;80.5%; 10.2 ;71.6%;79.8%;De $1 millón 100 mil a $1 millón 200 mil
45;Universidades;Universidad del Desarrollo;5 años;Salud;Tecnología Médica;Tecnología Médica;0.0%;86.0%; 12.0 ;72.8%;93.1%;De $1 millón 500 mil a $1 millón 600 mil
27;Universidades;Universidad del Mar;No;Salud;Enfermería;Enfermería;0.0%;s/i; s/i ;56.0%;76.5%;De $1 millón 200 mil a $1 millón 300 mil
47;Universidades;Universidad del Pacífico;No;Arte y Arquitectura;Diseño de Vestuario;Diseño de Vestuario y Textiles;3.0%;s/i; s/i ;57.1%;59.1%;De $800 mil a $900 mil
47;Universidades;Universidad del Pacífico;No;Salud;Enfermería;Enfermería;0.0%;s/i; s/i ;50.0%;80.3%;De $1 millón 200 mil a $1 millón 300 mil
47;Universidades;Universidad del Pacífico;No;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.4%;s/i; s/i ;69.5%;84.4%;De $1 millón 300 mil a $1 millón 400 mil
47;Universidades;Universidad del Pacífico;No;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;1.6%;s/i; s/i ;45.1%;68.8%;De $700 mil a $800 mil
47;Universidades;Universidad del Pacífico;No;Ciencias Sociales;Psicología;Psicología;3.6%;s/i; s/i ;41.7%;55.6%;De $800 mil a $900 mil
47;Universidades;Universidad del Pacífico;No;Ciencias Sociales;Publicidad;Publicidad;0.5%;s/i; s/i ;69.0%;78.9%;De $900 mil a $1 millón
47;Universidades;Universidad del Pacífico;No;Ciencias Sociales;Relaciones Públicas;Relaciones Públicas;4.3%;s/i; s/i ;74.5%;75.5%;De $900 mil a $1 millón
47;Universidades;Universidad del Pacífico;No;Administración y Comercio;Técnico en Producción de Eventos;Dirección y Producción de Eventos;8.8%;s/i; s/i ;61.9%;62.3%;De $800 mil a $900 mil
47;Universidades;Universidad del Pacífico;No;Ciencias Sociales;Trabajo Social;Trabajo Social;3.6%;s/i; s/i ;66.1%;74.8%;De $700 mil a $800 mil
3;Universidades;Universidad Diego Portales;5 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería en Administración de Empresas;1.9%;80.9%; 13.1 ;88.1%;84.1%;s/i
3;Universidades;Universidad Diego Portales;5 años;Arte y Arquitectura;Arquitectura;Arquitectura;0.0%;74.6%; 15.5 ;73.9%;78.4%;De $1 millón 100 mil a $1 millón 200 mil
3;Universidades;Universidad Diego Portales;5 años;Ciencias Sociales;Ciencias Políticas;Ciencia Política;12.3%;83.1%; 11.6 ;52.5%;57.0%;De $1 millón 200 mil a $1 millón 300 mil
3;Universidades;Universidad Diego Portales;5 años;Administración y Comercio;Contador Auditor;Contador Auditor - Contador Público;4.7%;87.7%; 12.3 ;90.5%;96.4%;De $1 millón 500 mil a $1 millón 600 mil
3;Universidades;Universidad Diego Portales;5 años;Arte y Arquitectura;Diseño;Diseño;1.9%;74.8%; 13.3 ;61.5%;71.3%;De $800 mil a $900 mil
3;Universidades;Universidad Diego Portales;5 años;Salud;Enfermería;Enfermería;0.0%;85.9%; 11.8 ;75.3%;92.4%;De $1 millón 400 mil a $1 millón 500 mil
3;Universidades;Universidad Diego Portales;5 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Informática y Telecomunicaciones;2.8%;86.6%; s/i ;94.6%;92.8%;De $1 millón 600 mil a $1 millón 700 mil
3;Universidades;Universidad Diego Portales;5 años;Tecnología;Ingeniería Civil en Obras Civiles;Ingeniería Civil en Obras Civiles;3.8%;74.1%; 14.5 ;86.5%;88.9%;De $1 millón 400 mil a $1 millón 500 mil
3;Universidades;Universidad Diego Portales;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;1.7%;80.3%; 14.0 ;81.7%;90.4%;De $1 millón 600 mil a $1 millón 700 mil
3;Universidades;Universidad Diego Portales;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;7.7%;81.9%; 12.9 ;75.6%;86.3%;De $1 millón 500 mil a $1 millón 600 mil
3;Universidades;Universidad Diego Portales;5 años;Administración y Comercio;Ingeniería en Control de Gestión;Ingeniería en Control de Gestión;2.3%;83.5%; 12.8 ;89.1%;92.7%;De $1 millón 400 mil a $1 millón 500 mil
3;Universidades;Universidad Diego Portales;5 años;Salud;Medicina;Medicina;13.1%;97.0%; 15.4 ;96.2%;96.8%;Sobre $2 millones 500 mil
3;Universidades;Universidad Diego Portales;5 años;Salud;Obstetricia y Puericultura;Obstetricia y Neonatología;0.0%;95.5%; 11.5 ;82.2%;n/a;s/i
3;Universidades;Universidad Diego Portales;5 años;Salud;Odontología;Odontología;1.7%;83.1%; 14.2 ;57.4%;82.2%;De $1 millón 500 mil a $1 millón 600 mil
3;Universidades;Universidad Diego Portales;5 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación General Básica;0.8%;93.1%; 9.6 ;94.3%;92.0%;De $700 mil a $800 mil
3;Universidades;Universidad Diego Portales;5 años;Ciencias Sociales;Periodismo;Periodismo;3.5%;88.8%; 9.9 ;75.7%;88.1%;De $1 millón a $1 millón 100 mil
3;Universidades;Universidad Diego Portales;5 años;Ciencias Sociales;Psicología;Psicología;5.5%;87.1%; 11.6 ;63.8%;77.4%;De $900 mil a $1 millón
3;Universidades;Universidad Diego Portales;5 años;Ciencias Sociales;Publicidad;Publicidad;3.3%;89.6%; 9.8 ;69.1%;73.5%;De $800 mil a $900 mil
3;Universidades;Universidad Diego Portales;5 años;Ciencias Sociales;Sociología;Sociología;11.3%;79.1%; 10.9 ;59.0%;72.0%;De $1 millón a $1 millón 100 mil
3;Universidades;Universidad Diego Portales;5 años;Salud;Tecnología Médica;Tecnología Médica;0.0%;92.1%; 12.7 ;73.0%;95.5%;De $1 millón 200 mil a $1 millón 300 mil
2;Universidades;Universidad Finis Terrae;4 años;Arte y Arquitectura;Actuación y Teatro;Actuación;7.4%;s/i; s/i ;17.8%;n/a;s/i
2;Universidades;Universidad Finis Terrae;4 años;Arte y Arquitectura;Arquitectura;Arquitectura;0.0%;81.9%; 13.8 ;57.4%;77.9%;De $1 millón 100 mil a $1 millón 200 mil
2;Universidades;Universidad Finis Terrae;4 años;Arte y Arquitectura;Artes y Licenciatura en Artes;Artes Visuales;19.3%;80.3%; 8.9 ;23.4%;32.9%;De $600 mil a $700 mil
2;Universidades;Universidad Finis Terrae;4 años;Arte y Arquitectura;Diseño;Diseño;3.4%;82.0%; 10.3 ;62.8%;75.3%;De $800 mil a $900 mil
2;Universidades;Universidad Finis Terrae;4 años;Salud;Enfermería;Enfermería;0.0%;89.6%; 10.8 ;80.2%;94.4%;s/i
2;Universidades;Universidad Finis Terrae;4 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.6%;77.4%; 11.6 ;69.9%;83.7%;De $1 millón 600 mil a $1 millón 700 mil
2;Universidades;Universidad Finis Terrae;4 años;Salud;Kinesiología;Kinesiología;3.7%;73.5%; 14.1 ;70.2%;82.9%;De $1 millón a $1 millón 100 mil
2;Universidades;Universidad Finis Terrae;4 años;Salud;Medicina;Medicina;15.2%;96.8%; 14.9 ;90.9%;90.2%;Sobre $2 millones 500 mil
2;Universidades;Universidad Finis Terrae;4 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.0%;70.3%; 11.1 ;50.7%;69.4%;De $800 mil a $900 mil
2;Universidades;Universidad Finis Terrae;4 años;Salud;Odontología;Odontología;2.1%;90.2%; 14.8 ;70.3%;85.3%;De $1 millón 300 mil a $1 millón 400 mil
2;Universidades;Universidad Finis Terrae;4 años;Ciencias Sociales;Periodismo;Periodismo;2.7%;79.6%; 9.9 ;63.9%;83.5%;De $900 mil a $1 millón
2;Universidades;Universidad Finis Terrae;4 años;Educación;Programas de Formación Pedagógica;Programa de Formación Pedagógica en Educación Media;6.1%;s/i; s/i ;70.5%;72.9%;s/i
1;Universidades;Universidad Gabriela Mistral;No;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.5%;s/i; s/i ;75.3%;83.8%;De $1 millón 500 mil a $1 millón 600 mil
1;Universidades;Universidad Gabriela Mistral;No;Ciencias Sociales;Psicología;Psicología;1.1%;s/i; 13.7 ;63.0%;70.9%;s/i
25;Universidades;Universidad Iberoamericana de Ciencias y Tecnología, UNICIT;No;Salud;Enfermería;Enfermería;4.5%;s/i; s/i ;64.9%;83.6%;De $1 millón 300 mil a $1 millón 400 mil
25;Universidades;Universidad Iberoamericana de Ciencias y Tecnología, UNICIT;No;Agropecuaria;Medicina Veterinaria;Medicina Veterinaria;5.4%;s/i; s/i ;57.6%;64.9%;De $900 mil a $1 millón
16;Universidades;Universidad La República;No;Salud;Enfermería;Enfermería;0.9%;57.5%; s/i ;72.4%;81.2%;De $1 millón 200 mil a $1 millón 300 mil
16;Universidades;Universidad La República;No;Educación;Pedagogía en Educación de Párvulos;Pedagogía en Educación Parvularia;3.1%;s/i; s/i ;79.9%;89.2%;s/i
16;Universidades;Universidad La República;No;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;2.5%;s/i; s/i ;94.4%;97.0%;De $900 mil a $1 millón
48;Universidades;Universidad Los Leones;No;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;2.2%;s/i; s/i ;80.0%;85.5%;s/i
48;Universidades;Universidad Los Leones;No;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica;1.9%;s/i; 9.3 ;85.2%;85.2%;s/i
48;Universidades;Universidad Los Leones;No;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;0.2%;s/i; 8.9 ;94.8%;96.4%;De $800 mil a $900 mil
48;Universidades;Universidad Los Leones;No;Ciencias Sociales;Psicología;Psicología;3.3%;s/i; 11.8 ;46.2%;n/a;s/i
10;Universidades;Universidad Mayor;5 años;Arte y Arquitectura;Actuación y Teatro;Teatro;1.0%;90.6%; s/i ;39.4%;41.4%;s/i
10;Universidades;Universidad Mayor;5 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería en Administración;6.3%;51.7%; 10.2 ;80.0%;86.5%;De $1 millón 100 mil a $1 millón 200 mil
10;Universidades;Universidad Mayor;5 años;Agropecuaria;Agronomía;Agronomía;0.6%;87.5%; 15.3 ;72.8%;83.0%;De $1 millón 400 mil a $1 millón 500 mil
10;Universidades;Universidad Mayor;5 años;Arte y Arquitectura;Animación Digital;Animación Digital;0.0%;92.3%; 11.7 ;61.8%;n/a;s/i
10;Universidades;Universidad Mayor;5 años;Arte y Arquitectura;Arquitectura;Arquitectura;1.4%;77.1%; 15.2 ;79.1%;82.2%;De $1 millón 100 mil a $1 millón 200 mil
10;Universidades;Universidad Mayor;5 años;Tecnología;Construcción Civil;Construcción Civil;2.1%;96.6%; 13.3 ;80.6%;85.0%;s/i
10;Universidades;Universidad Mayor;5 años;Salud;Enfermería;Enfermería;0.0%;93.6%; 11.5 ;74.6%;88.7%;De $1 millón 400 mil a $1 millón 500 mil
10;Universidades;Universidad Mayor;5 años;Salud;Fonoaudiología;Fonoaudiología;1.4%;81.7%; 11.7 ;35.3%;64.1%;De $800 mil a $900 mil
10;Universidades;Universidad Mayor;5 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Computación e Informática;9.5%;75.9%; s/i ;84.6%;n/a;s/i
10;Universidades;Universidad Mayor;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;2.8%;85.0%; 14.5 ;87.4%;89.9%;De $1 millón 500 mil a $1 millón 600 mil
10;Universidades;Universidad Mayor;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.9%;81.7%; 12.4 ;71.2%;84.0%;De $1 millón 300 mil a $1 millón 400 mil
10;Universidades;Universidad Mayor;5 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;0.0%;s/i; s/i ;68.4%;81.6%;s/i
10;Universidades;Universidad Mayor;5 años;Salud;Kinesiología;Kinesiología;2.3%;93.3%; 11.7 ;38.2%;72.7%;De $1 millón a $1 millón 100 mil
10;Universidades;Universidad Mayor;5 años;Salud;Medicina;Medicina;23.4%;91.7%; 15.3 ;89.4%;86.0%;Sobre $2 millones 500 mil
10;Universidades;Universidad Mayor;5 años;Agropecuaria;Medicina Veterinaria;Medicina Veterinaria;1.9%;88.8%; 15.3 ;60.6%;71.5%;De $1 millón a $1 millón 100 mil
10;Universidades;Universidad Mayor;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.5%;79.0%; 12.6 ;36.4%;61.5%;De $900 mil a $1 millón
10;Universidades;Universidad Mayor;5 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;0.4%;91.3%; 11.7 ;90.0%;95.9%;De $1 millón 400 mil a $1 millón 500 mil
10;Universidades;Universidad Mayor;5 años;Salud;Odontología;Odontología;11.2%;91.7%; 14.8 ;64.1%;83.7%;De $1 millón 300 mil a $1 millón 400 mil
10;Universidades;Universidad Mayor;5 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;67.9%;88.1%; 11.5 ;96.0%;99.0%;De $800 mil a $900 mil
10;Universidades;Universidad Mayor;5 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física, Deportes y Recreación;51.5%;91.9%; 11.7 ;44.7%;67.1%;De $800 mil a $900 mil
10;Universidades;Universidad Mayor;5 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés para Educación Básica y Media;58.0%;87.0%; 11.7 ;68.5%;86.3%;s/i
10;Universidades;Universidad Mayor;5 años;Ciencias Sociales;Psicología;Psicología;1.3%;86.2%; 11.4 ;59.5%;77.4%;De $800 mil a $900 mil
10;Universidades;Universidad Mayor;5 años;Educación;Psicopedagogía;Psicopedagogía;13.6%;85.2%; s/i ;50.0%;54.5%;s/i
10;Universidades;Universidad Mayor;5 años;Salud;Tecnología Médica;Tecnología Médica;1.0%;93.0%; 13.5 ;63.7%;86.0%;De $1 millón 400 mil a $1 millón 500 mil
10;Universidades;Universidad Mayor;5 años;Salud;Terapia Ocupacional;Terapia Ocupacional;0.4%;87.5%; 11.8 ;51.3%;83.0%;De $1 millón a $1 millón 100 mil
82;Universidades;Universidad Metropolitana de Ciencias de la Educación;3 años;Salud;Kinesiología;Kinesiología;4.3%;78.0%; s/i ;56.4%;76.2%;De $1 millón a $1 millón 100 mil
